trial,launch_speed,start_angle_deg,start_sector_index,winner_index,winner,color,pocket_offset,free_revolutions,settle_seconds,timed_out
474,12.150858,138.020448,14,14,11,black,0,2.958331,14.791667,0
475,11.940571,223.522877,22,22,33,black,0,2.937299,14.716667,0
476,11.875973,268.149587,27,20,24,black,30,2.709369,14.870833,0
477,11.850255,78.521039,8,1,32,red,30,2.727293,15.125000,0
478,11.605557,84.872606,8,8,17,black,0,2.970710,14.733333,0
479,12.140544,9.763739,1,6,2,black,5,3.106579,15.508333,0
480,11.733456,233.575756,24,17,23,red,30,2.708749,13.920833,0
481,12.270911,260.665966,26,23,1,red,34,2.770709,14.479167,0
482,11.865638,184.760230,18,13,36,red,32,2.730628,14.779167,0
483,12.226041,215.352572,22,19,5,red,34,2.882885,15.487500,0
484,12.036180,298.491873,30,24,20,black,31,2.734697,14.950000,0
485,12.182174,238.831780,24,19,5,red,32,2.759134,14.495833,0
486,12.011160,318.295632,32,32,28,black,0,2.974125,14.529167,0
487,12.430636,37.076329,3,1,32,red,35,2.890661,14.812500,0
488,12.189448,293.016378,30,32,28,black,2,3.032748,14.633333,0
489,11.689313,322.991653,33,31,7,red,35,2.915938,15.087500,0
490,11.540413,45.447556,4,5,21,red,1,3.002407,14.983333,0
491,12.222690,195.574668,20,17,23,red,34,2.884480,14.679167,0
492,12.188062,223.902897,23,24,20,black,1,3.000808,15.179167,0
493,11.935475,195.071375,20,22,33,black,2,3.036495,14.729167,0
494,11.730775,283.662077,29,31,7,red,2,3.039914,15.254167,0
495,12.214240,134.283662,13,17,23,red,4,3.051106,15.729167,0
496,11.813830,179.295606,18,10,6,black,29,2.711018,13.479167,0
497,12.404221,174.182477,17,14,11,black,34,2.772919,14.470833,0
498,11.909965,89.304993,9,2,15,black,30,2.718488,14.345833,0
499,11.583809,358.940370,36,2,15,black,3,3.036932,15.316667,0
500,12.081534,202.646856,20,14,11,black,31,2.731510,15.904167,0
501,11.772313,87.271825,8,12,13,black,4,3.062226,15.079167,0
502,12.153368,22.769961,2,33,12,red,31,2.745714,14.708333,0
503,12.308433,147.490241,15,16,8,black,1,2.996401,14.670833,0
504,11.917418,193.373775,19,25,14,red,6,3.130632,16.162500,0
505,11.916651,224.646012,23,16,8,black,30,2.805300,13.808333,0
506,12.282216,245.103778,25,23,1,red,35,2.918890,14.608333,0
507,12.042820,21.366313,2,2,15,black,0,2.983051,14.675000,0
508,12.203230,169.682111,17,12,13,black,32,2.766951,16.141667,0
509,12.272991,110.805443,11,7,25,red,33,2.782235,14.133333,0
510,11.945556,216.763286,22,15,30,red,30,2.717079,16.658333,0
511,12.225366,331.508451,34,30,29,black,33,2.763591,14.520833,0
512,11.658451,43.682493,4,3,19,red,36,2.920378,14.995833,0
513,11.550724,182.245152,18,16,8,black,35,2.904796,14.470833,0
514,11.844972,341.334708,35,30,29,black,32,2.832393,14.466667,0
515,12.391958,87.979166,9,4,4,black,32,2.777012,16.366667,0
516,11.643791,238.187357,24,20,24,black,33,2.868163,14.308333,0
517,11.937141,103.617063,10,4,4,black,31,2.736113,14.079167,0
518,12.121645,81.704589,8,9,34,red,1,2.976302,15.529167,0
519,11.717304,310.997707,31,31,7,red,0,2.953072,14.870833,0
520,11.667501,348.763263,35,28,22,black,30,2.710732,16.091667,0
521,12.332958,302.601627,31,30,29,black,36,2.967695,14.729167,0
522,11.846458,50.405345,5,9,34,red,4,3.073676,15.554167,0
523,12.048339,0.789457,0,34,35,black,34,2.745596,14.954167,0
524,11.768619,218.161005,22,23,1,red,1,2.991137,14.762500,0
525,12.201533,205.123746,21,23,1,red,2,3.033028,14.870833,0
526,12.034865,64.323158,6,1,32,red,32,2.837233,14.175000,0
527,12.369245,352.117268,36,3,19,red,4,3.072280,16.445833,0
528,12.397383,335.905521,34,29,18,red,32,2.764092,15.454167,0
529,11.574133,148.245674,15,12,13,black,34,2.893909,14.641667,0
530,11.724813,309.137487,31,24,20,black,30,2.702994,15.087500,0
531,12.347815,43.507667,4,36,26,black,32,2.766462,15.787500,0
532,12.173653,65.844438,6,11,27,red,5,3.089674,15.633333,0
533,11.504225,182.645932,18,17,23,red,36,2.950330,14.541667,0
534,12.466126,325.238767,33,30,29,black,34,2.829136,16.400000,0
535,11.876508,332.326745,34,29,18,red,32,2.728979,14.433333,0
536,11.639673,257.384068,26,24,20,black,35,2.908763,15.095833,0
537,12.480724,308.461444,31,28,22,black,34,2.777462,15.829167,0
538,12.170313,139.213389,14,8,17,black,31,2.743814,15.920833,0
539,11.707411,54.455557,5,5,21,red,0,2.957444,16.195833,0
540,11.539732,164.180990,16,15,30,red,36,2.910645,14.833333,0
541,11.763414,121.014292,12,5,21,red,30,2.710464,14.658333,0
542,11.561049,110.671767,11,9,34,red,35,2.907717,15.695833,0
543,12.303413,147.967769,15,13,36,red,35,2.908470,15.362500,0
544,11.946562,94.044572,9,2,15,black,30,2.732764,14.266667,0
545,11.966599,335.505332,34,36,26,black,2,3.041018,14.875000,0
546,11.941227,100.891608,10,4,4,black,31,2.730828,14.975000,0
547,12.495370,149.863550,15,21,16,red,6,3.120290,15.229167,0
548,12.316711,137.806657,14,16,8,black,2,3.018445,15.566667,0
549,11.971459,185.346977,19,12,13,black,30,2.728576,14.037500,0
550,12.005207,285.303946,29,23,1,red,31,2.726578,14.691667,0
551,11.528932,311.261476,31,29,18,red,35,2.912043,14.508333,0
552,11.713187,91.252556,9,8,17,black,36,2.957308,14.533333,0
553,12.391894,194.617747,20,16,8,black,33,2.781233,15.587500,0
554,11.888663,123.065275,12,5,21,red,30,2.736503,14.404167,0
555,11.832973,210.714537,21,20,24,black,36,2.950759,14.350000,0
556,11.660567,91.168498,9,8,17,black,36,2.962656,14.375000,0
557,11.879806,9.301178,0,5,21,red,5,3.101813,15.529167,0
558,11.927716,55.249871,5,6,2,black,1,2.973663,15.450000,0
559,12.383382,207.702685,21,16,8,black,32,2.770568,16.045833,0
560,12.282636,86.836513,8,4,4,black,33,2.779838,15.470833,0
561,11.507536,266.487057,27,24,20,black,34,2.898011,14.329167,0
562,11.506065,273.618815,28,21,16,red,30,2.725472,14.512500,0
563,12.389735,348.127334,35,31,7,red,33,2.766424,14.841667,0
564,12.272354,332.302260,34,31,7,red,34,2.767282,14.875000,0
565,12.092689,123.540409,12,6,2,black,31,2.732529,15.679167,0
566,12.173731,193.447671,19,14,11,black,32,2.756672,15.933333,0
567,11.511105,307.826499,31,29,18,red,35,2.898882,14.404167,0
568,12.496861,262.004512,26,22,33,black,33,2.785944,14.287500,0
569,12.341957,129.802531,13,8,17,black,32,2.768940,16.354167,0
570,12.385630,302.406381,31,28,22,black,34,2.884949,14.670833,0
571,11.668816,73.789835,7,36,26,black,29,2.682788,15.900000,0
572,11.765597,213.994829,21,13,36,red,29,2.695783,13.458333,0
573,11.958790,263.611851,27,24,20,black,34,2.887114,14.583333,0
574,12.143731,327.968329,33,27,9,red,31,2.732690,15.862500,0
575,11.587145,253.937100,26,24,20,black,35,2.908926,15.395833,0
576,12.115013,128.202830,13,10,6,black,34,2.909246,14.437500,0
577,11.793175,323.540676,33,34,35,black,1,3.001455,15.175000,0
578,11.819252,283.646543,29,23,1,red,31,2.831778,13.987500,0
579,12.319240,268.995895,27,30,29,black,3,3.031765,15.087500,0
580,11.914779,100.964509,10,4,4,black,31,2.723079,14.970833,0
581,11.564731,100.752142,10,7,25,red,34,2.867883,15.204167,0
582,12.279858,183.099776,18,13,36,red,32,2.762669,14.700000,0
583,11.701260,318.892564,32,25,14,red,30,2.695931,14.570833,0
584,12.321597,304.068857,31,27,9,red,33,2.758481,14.662500,0
585,12.490025,32.920283,3,36,26,black,33,2.866238,14.266667,0
586,11.807149,155.917463,16,16,8,black,0,2.992889,14.729167,0
587,11.936311,9.747363,1,6,2,black,5,3.103257,15.883333,0
588,11.691260,316.601637,32,30,29,black,35,2.903104,14.358333,0
589,12.092918,210.325694,21,15,30,red,31,2.737044,14.033333,0
590,12.311272,46.400520,4,11,27,red,7,3.162764,15.454167,0
591,11.702103,236.757462,24,27,9,red,3,3.054787,15.300000,0
592,12.352943,319.800149,32,31,7,red,36,2.778757,14.845833,0
593,12.392538,7.897582,0,33,12,red,33,2.779702,14.450000,0
594,11.733647,242.797190,24,24,20,black,0,2.935606,15.054167,0
595,12.041323,43.720703,4,34,35,black,30,2.733202,15.808333,0
596,11.864547,267.502970,27,27,9,red,0,2.968414,14.970833,0
597,12.221459,11.592510,1,4,4,black,3,3.045061,15.241667,0
598,11.729713,300.456286,30,30,29,black,0,2.958371,14.475000,0
599,12.208356,106.128967,10,5,21,red,32,2.751794,15.429167,0
600,12.113280,235.084438,24,18,10,black,31,2.747055,15.416667,0
601,11.970984,310.611606,31,29,18,red,35,2.840100,14.233333,0
602,12.192149,244.707617,25,25,14,red,0,2.971757,14.666667,0
603,12.032861,235.827048,24,22,33,black,35,2.811726,14.475000,0
604,11.720718,228.202911,23,16,8,black,30,2.695965,14.858333,0
605,11.822713,128.112416,13,8,17,black,32,2.750405,15.083333,0
606,11.598982,162.441925,16,14,11,black,35,2.884436,14.883333,0
607,11.604937,290.518670,29,27,9,red,35,2.906570,14.691667,0
608,12.001596,96.150543,9,4,4,black,32,2.736062,14.779167,0
609,12.087458,336.920573,34,28,22,black,31,2.739042,16.454167,0
610,12.182571,339.058243,34,29,18,red,32,2.754485,14.437500,0
611,12.495573,24.427462,2,1,32,red,36,2.933582,14.554167,0
612,11.529072,350.166676,35,33,12,red,35,2.890692,14.279167,0
613,11.698611,31.714691,3,32,28,black,29,2.691598,15.879167,0
614,11.752931,123.536153,12,5,21,red,30,2.704302,15.075000,0
615,12.189879,33.473794,3,36,26,black,33,2.797684,14.258333,0
616,12.355117,36.363795,3,2,15,black,36,2.782032,14.912500,0
617,12.262776,331.629575,34,29,18,red,32,2.778147,14.908333,0
618,11.793949,15.786653,1,32,28,black,31,2.715384,14.916667,0
619,11.506927,309.546268,31,29,18,red,35,2.917053,14.262500,0
620,11.956744,303.475664,31,31,7,red,0,2.970317,14.720833,0
621,11.635440,333.402318,34,30,29,black,33,2.858853,14.179167,0
622,12.042578,296.114489,30,30,29,black,0,2.982122,14.437500,0
623,12.076644,95.274811,9,3,19,red,31,2.734241,15.816667,0
624,12.174458,195.152567,20,14,11,black,31,2.749365,15.229167,0
625,11.708327,43.510607,4,2,15,black,35,2.917395,14.633333,0
626,11.691906,318.117663,32,31,7,red,36,2.913448,14.762500,0
627,11.975829,261.582204,26,20,24,black,31,2.722531,14.279167,0
628,11.515522,142.095875,14,15,30,red,1,3.005639,14.937500,0
629,11.659552,110.828019,11,13,36,red,2,3.038729,15.045833,0
630,12.381861,263.940872,27,31,7,red,4,3.072992,15.008333,0
631,12.349153,208.012688,21,16,8,black,32,2.769661,16.308333,0
632,12.041044,243.716141,25,19,5,red,31,2.733400,14.791667,0
633,11.752352,78.848097,8,3,19,red,32,2.837148,14.583333,0
634,11.503486,321.515659,33,35,3,red,2,3.024316,15.587500,0
635,12.115325,318.403942,32,26,31,black,31,2.736265,14.004167,0
636,11.669191,328.762742,33,0,0,green,4,3.049068,15.387500,0
637,12.315649,346.471101,35,30,29,black,32,2.768055,15.920833,0
638,11.522564,242.360775,24,23,1,red,36,2.933407,14.670833,0
639,12.446160,183.434552,18,14,11,black,33,2.782663,13.966667,0
640,12.197041,189.208977,19,13,36,red,31,2.742170,14.045833,0
641,11.953158,135.486338,13,15,30,red,2,3.019402,15.137500,0
642,11.582230,349.521899,35,36,26,black,1,2.986230,15.175000,0
643,11.820233,347.095157,35,32,28,black,34,2.890530,14.195833,0
644,12.304740,190.654067,19,14,11,black,32,2.765914,14.179167,0
645,12.051300,96.695408,9,8,17,black,36,2.820598,14.420833,0
646,12.211085,274.528950,28,22,33,black,31,2.745296,16.145833,0
647,11.786197,44.277159,4,35,3,red,31,2.718938,14.608333,0
648,12.410314,178.573731,18,18,10,black,0,2.959607,14.879167,0
649,11.653703,147.338470,15,18,10,black,3,3.067053,15.395833,0
650,12.091674,235.165029,24,28,22,black,4,3.067586,15.654167,0
651,11.971911,319.939867,32,28,22,black,33,2.736076,14.475000,0
652,12.208379,105.955587,10,5,21,red,32,2.754376,15.979167,0
653,12.292418,143.545471,14,10,6,black,33,2.870499,14.116667,0
654,11.903108,261.118400,26,27,9,red,1,2.996301,14.883333,0
655,11.848244,331.682827,34,31,7,red,34,2.887096,14.625000,0
656,11.865260,98.538306,10,2,15,black,29,2.720745,15.779167,0
657,12.488245,359.957354,36,32,28,black,33,2.782353,14.204167,0
658,11.932611,157.494378,16,10,6,black,31,2.740727,15.262500,0
659,11.885670,43.830217,4,6,2,black,2,3.007488,14.950000,0
660,11.790123,200.336803,20,12,13,black,29,2.705815,13.562500,0
661,12.442063,21.582532,2,36,26,black,34,2.886996,14.504167,0
662,11.620574,176.021680,18,10,6,black,29,2.695005,16.183333,0
663,11.993132,17.607782,1,32,28,black,31,2.728210,15.212500,0
664,11.502197,182.850203,18,18,10,black,0,2.976401,14.741667,0
665,12.171305,298.004707,30,27,9,red,34,2.871192,14.600000,0
666,11.717581,221.397191,22,20,24,black,35,2.916748,14.425000,0
667,11.589690,146.075374,15,12,13,black,34,2.914150,14.229167,0
668,12.140326,19.502526,2,33,12,red,31,2.752559,16.000000,0
669,12.159310,154.876319,15,18,10,black,3,3.023222,15.191667,0
670,11.659862,247.276193,25,18,10,black,30,2.696295,14.600000,0
671,12.164402,225.930647,23,16,8,black,30,2.722128,14.316667,0
672,12.101451,53.506814,5,36,26,black,31,2.740217,15.887500,0
673,11.787220,37.019695,3,33,12,red,30,2.705900,15.700000,0
674,11.515288,162.512659,16,18,10,black,2,3.011956,15.666667,0
675,12.218956,222.466035,22,26,31,black,4,3.070391,15.191667,0
676,12.491325,198.864510,20,17,23,red,34,2.778064,14.587500,0
677,11.618643,59.094503,6,4,4,black,35,2.913139,14.475000,0
678,11.856452,96.626782,9,9,34,red,0,2.969874,14.487500,0
679,12.220126,72.723261,7,2,15,black,32,2.744432,15.008333,0
680,12.328850,271.902401,27,24,20,black,34,2.873463,14.966667,0
681,12.084677,92.455190,9,13,36,red,4,3.087713,15.216667,0
682,11.973484,11.807393,1,36,26,black,35,2.819443,14.387500,0
683,12.186800,241.985981,24,18,10,black,31,2.756073,13.966667,0
684,11.693929,35.576886,3,3,19,red,0,2.971431,14.879167,0
685,12.200134,66.717847,6,7,25,red,1,2.965904,14.833333,0
686,11.674394,156.971730,16,16,8,black,0,2.964573,15.258333,0
687,12.480270,176.263057,18,13,36,red,32,2.780830,14.729167,0
688,11.954493,290.706215,29,26,31,black,34,2.860945,14.516667,0
689,12.179603,340.066190,34,29,18,red,32,2.752582,15.279167,0
690,11.628172,101.663515,10,10,6,black,0,2.973213,14.970833,0
691,11.906592,215.843871,22,15,30,red,30,2.720860,15.770833,0
692,11.705415,269.613207,27,28,22,black,1,2.995062,15.112500,0
693,11.685985,294.736630,30,28,22,black,35,2.919418,14.900000,0
694,11.552437,79.219403,8,9,34,red,1,2.994095,14.766667,0
695,11.619800,207.694504,21,16,8,black,32,2.751197,14.787500,0
696,11.894694,259.004544,26,21,16,red,32,2.744463,14.870833,0
697,12.464115,55.481661,5,5,21,red,0,2.973310,15.050000,0
698,11.932593,310.924183,31,27,9,red,33,2.760903,14.975000,0
699,12.297728,162.058999,16,21,16,red,5,3.099167,15.050000,0
700,11.760282,293.965168,30,28,22,black,35,2.915561,14.604167,0
701,12.168111,221.534711,22,30,29,black,8,3.162349,16.041667,0
702,12.101253,322.798314,33,35,3,red,2,3.025519,15.008333,0
703,12.395299,292.510163,30,26,31,black,33,2.778610,15.425000,0
704,11.727565,147.177122,15,12,13,black,34,2.910523,14.304167,0
705,11.833059,329.515710,33,26,31,black,30,2.707217,14.520833,0
706,11.644166,338.902570,34,31,7,red,34,2.889864,14.250000,0
707,12.118773,83.287067,8,4,4,black,33,2.792540,14.195833,0
708,11.912200,31.610639,3,1,32,red,35,2.908160,14.995833,0
709,11.622577,215.641003,22,20,24,black,35,2.912463,14.720833,0
710,12.084473,30.987673,3,2,15,black,36,2.948760,14.645833,0
711,12.461597,311.981173,32,30,29,black,35,2.912973,14.800000,0
712,12.212055,290.517038,29,23,1,red,31,2.752456,13.616667,0
713,11.639431,94.742947,9,8,17,black,36,2.947756,14.416667,0
714,12.083354,332.767306,34,3,19,red,6,3.152187,15.508333,0
715,12.491852,109.635202,11,6,2,black,32,2.773942,15.954167,0
716,12.298919,224.764271,23,19,5,red,33,2.881314,14.979167,0
717,11.725124,324.364954,33,25,14,red,29,2.701703,15.695833,0
718,11.547401,214.061027,22,22,33,black,0,2.973319,14.704167,0
719,12.150885,118.201107,12,7,25,red,32,2.752958,15.370833,0
720,12.299130,227.774787,23,18,10,black,32,2.769894,15.891667,0
721,12.389703,279.275273,28,25,14,red,34,2.869161,14.737500,0
722,11.692938,236.476952,24,27,9,red,3,3.057806,15.245833,0
723,12.085502,239.103982,24,17,23,red,30,2.733380,13.587500,0
724,12.473157,233.280557,23,19,5,red,33,2.778904,14.012500,0
725,11.750425,57.485310,5,1,32,red,33,2.845712,14.054167,0
726,11.771729,303.704155,31,30,29,black,36,2.945196,14.558333,0
727,11.508689,215.920199,22,20,24,black,35,2.934307,14.445833,0
728,12.413700,125.032317,12,9,34,red,34,2.876007,14.362500,0
729,12.021395,138.837565,14,14,11,black,0,2.967239,14.804167,0
730,11.607041,111.884431,11,9,34,red,35,2.898850,15.062500,0
731,11.927218,309.777074,31,25,14,red,31,2.724339,15.100000,0
732,12.389815,344.284778,35,31,7,red,33,2.777644,14.970833,0
733,11.778828,87.592859,9,2,15,black,30,2.707790,13.904167,0
734,12.133284,309.650828,31,28,22,black,34,2.747165,14.887500,0
735,12.227007,237.960254,24,27,9,red,3,3.042371,15.583333,0
736,12.009026,81.994875,8,1,32,red,30,2.712385,15.845833,0
737,11.629076,319.012337,32,30,29,black,35,2.903329,14.491667,0
738,12.251375,358.040436,36,30,29,black,31,2.733003,15.879167,0
739,11.971294,268.442655,27,30,29,black,3,3.043901,15.250000,0
740,12.244298,250.795714,25,20,24,black,32,2.760319,14.187500,0
741,11.603787,338.816486,34,33,12,red,36,2.922289,14.570833,0
742,11.883353,272.417950,27,30,29,black,3,3.035935,15.820833,0
743,11.757745,38.888752,3,2,15,black,36,2.927220,14.554167,0
744,12.006044,152.159827,15,17,23,red,2,3.030563,14.775000,0
745,12.308186,118.276704,12,9,34,red,34,2.809331,15.495833,0
746,12.418811,239.047569,24,20,24,black,33,2.786999,14.608333,0
747,11.979050,232.020799,23,26,31,black,3,3.018523,15.704167,0
748,12.405505,17.768296,1,33,12,red,32,2.761204,14.795833,0
749,12.195965,303.299664,31,25,14,red,31,2.730711,14.062500,0
750,12.214909,306.393874,31,28,22,black,34,2.891731,14.350000,0
751,12.223087,333.221407,34,35,3,red,1,2.982276,14.958333,0
752,11.529136,52.484685,5,3,19,red,35,2.918289,14.883333,0
753,11.823007,139.723953,14,15,30,red,1,2.984915,15.225000,0
754,11.749449,38.278353,3,4,4,black,1,2.993699,15.058333,0
755,11.972847,124.327693,12,14,11,black,2,3.001860,14.829167,0
756,11.772245,183.805116,18,21,16,red,3,3.025084,17.470833,0
757,12.108495,17.950033,1,3,19,red,2,3.000418,15.387500,0
758,12.326845,118.276858,12,11,27,red,36,2.937384,14.970833,0
759,11.500332,155.819960,16,14,11,black,35,2.935461,14.500000,0
760,12.398621,201.735636,20,25,14,red,5,3.090663,15.775000,0
761,11.703109,215.792047,22,23,1,red,1,2.998196,14.954167,0
762,12.010950,244.340946,25,17,23,red,29,2.707169,15.783333,0
763,11.895513,130.640040,13,6,2,black,30,2.718834,13.933333,0
764,11.987449,300.948828,30,33,12,red,3,3.026331,15.179167,0
765,11.779529,259.294302,26,20,24,black,31,2.714491,14.766667,0
766,11.694905,215.764621,22,19,5,red,34,2.883212,14.554167,0
767,12.487673,123.549036,12,16,8,black,4,3.058631,15.012500,0
768,11.620643,66.794188,6,6,2,black,0,2.963014,14.916667,0
769,11.590957,294.399379,30,30,29,black,0,2.959169,15.229167,0
770,11.645291,50.878708,5,6,2,black,1,2.992668,15.312500,0
771,12.276128,176.870254,18,20,24,black,2,3.016178,15.150000,0
772,12.448471,267.988824,27,23,1,red,33,2.817086,14.945833,0
773,12.272489,174.189649,17,12,13,black,32,2.758599,14.150000,0
774,11.986757,298.954675,30,24,20,black,31,2.728267,14.208333,0
775,11.938875,92.222495,9,9,34,red,0,2.965024,14.612500,0
776,12.180517,49.492970,5,1,32,red,33,2.782050,14.891667,0
777,11.548131,178.312797,18,16,8,black,35,2.905370,14.433333,0
778,12.317692,119.107074,12,7,25,red,32,2.773952,16.641667,0
779,11.558021,112.194403,11,9,34,red,35,2.891080,14.654167,0
780,12.340162,318.109581,32,36,26,black,4,3.059290,15.012500,0
781,11.830956,226.106490,23,16,8,black,30,2.721450,13.941667,0
782,12.425159,317.464057,32,32,28,black,0,2.953623,14.833333,0
783,11.500302,326.709968,33,34,35,black,1,3.001657,15.112500,0
784,11.997590,33.434422,3,5,21,red,2,3.037146,15.066667,0
785,12.281189,282.569608,29,31,7,red,2,3.036086,14.841667,0
786,11.575121,18.512900,1,0,0,green,36,2.907391,15.770833,0
787,11.953215,326.751576,33,27,9,red,31,2.717369,15.116667,0
788,12.151045,185.771547,19,12,13,black,30,2.721088,16.433333,0
789,12.093384,311.469733,32,25,14,red,30,2.728169,14.070833,0
790,11.725622,80.548491,8,1,32,red,30,2.716706,16.037500,0
791,11.746588,219.884173,22,16,8,black,31,2.786463,14.904167,0
792,12.271272,84.747136,8,4,4,black,33,2.782091,14.491667,0
793,12.243439,157.396871,16,12,13,black,33,2.800085,16.770833,0
794,12.271376,24.418605,2,35,3,red,33,2.774162,15.129167,0
795,11.569423,33.100952,3,1,32,red,35,2.898718,14.633333,0
796,11.678927,234.301713,24,24,20,black,0,2.999766,14.833333,0
797,11.759828,56.456328,5,5,21,red,0,2.941151,15.362500,0
798,11.701673,5.321249,0,35,3,red,35,2.906137,14.525000,0
799,11.975447,144.572701,14,8,17,black,31,2.723951,14.304167,0
800,11.743194,350.978535,36,34,35,black,35,2.904582,14.766667,0
801,12.458510,353.790372,36,31,7,red,32,2.785054,15.275000,0
802,12.425822,291.773952,29,29,18,red,0,2.944802,14.695833,0
803,11.804572,6.753052,0,36,26,black,36,2.946777,14.595833,0
804,11.577951,105.820242,10,8,17,black,35,2.909210,14.591667,0
805,11.751839,232.520729,23,16,8,black,30,2.698780,14.366667,0
806,11.699625,0.354291,0,0,0,green,0,2.972330,15.070833,0
807,12.189045,307.827576,31,24,20,black,30,2.759014,13.462500,0
808,11.612102,212.214288,21,19,5,red,35,2.893384,14.591667,0
809,12.006634,329.778542,33,27,9,red,31,2.723860,14.304167,0
810,12.282506,198.262954,20,24,20,black,4,3.087533,15.079167,0
811,12.273672,253.328504,26,20,24,black,31,2.774786,13.795833,0
812,12.454393,296.290394,30,25,14,red,32,2.780171,13.820833,0
813,12.393981,95.583478,9,4,4,black,32,2.758259,14.420833,0
814,12.250883,78.862556,8,5,21,red,34,2.888204,15.550000,0
815,12.015316,343.955897,35,33,12,red,35,2.918454,14.812500,0
816,11.644210,179.370676,18,10,6,black,29,2.686058,16.062500,0
817,11.585246,173.416145,17,15,30,red,35,2.912224,14.708333,0
818,12.218155,295.961214,30,28,22,black,35,2.765108,15.008333,0
819,11.549964,347.337920,35,36,26,black,1,3.009294,14.870833,0
820,12.202053,359.255407,36,30,29,black,31,2.750637,13.679167,0
821,12.183010,286.695339,29,28,22,black,36,2.878107,14.679167,0
822,11.861347,337.914408,34,36,26,black,2,3.005155,17.345833,0
823,11.828945,249.242839,25,21,16,red,33,2.843488,14.429167,0
824,11.771260,239.918462,24,18,10,black,31,2.715808,14.708333,0
825,11.926483,47.738939,4,35,3,red,31,2.726942,14.508333,0
826,11.709324,194.878262,20,16,8,black,33,2.885252,14.170833,0
827,11.742580,14.972981,1,0,0,green,36,2.942178,14.937500,0
828,12.220328,125.713846,12,16,8,black,4,3.051770,15.029167,0
829,11.557969,313.170284,32,27,9,red,32,2.750036,15.187500,0
830,12.118816,77.162066,7,4,4,black,34,2.745677,14.766667,0
831,11.747783,146.532356,15,14,11,black,36,2.946662,15.195833,0
832,11.940369,174.751899,17,13,36,red,33,2.758465,14.954167,0
833,12.015492,252.688804,25,21,16,red,33,2.758025,15.037500,0
834,12.264156,215.927864,22,17,23,red,32,2.766285,14.275000,0
835,11.815120,125.631218,12,6,2,black,31,2.738178,14.479167,0
836,12.025188,314.828210,32,26,31,black,31,2.737305,14.287500,0
837,12.132171,121.707837,12,6,2,black,31,2.743494,14.041667,0
838,11.931392,82.380510,8,2,15,black,31,2.724550,14.033333,0
839,12.462205,244.474012,25,20,24,black,32,2.774643,16.350000,0
840,12.061290,231.538819,23,19,5,red,33,2.835568,14.987500,0
841,12.215878,258.346065,26,21,16,red,32,2.839152,14.320833,0
842,12.308287,346.229820,35,31,7,red,33,2.770076,15.137500,0
843,11.842134,182.530680,18,18,10,black,0,2.952881,14.533333,0
844,12.458651,307.576576,31,28,22,black,34,2.820080,14.354167,0
845,11.735959,168.821652,17,15,30,red,35,2.933425,14.425000,0
846,12.230905,119.484112,12,7,25,red,32,2.770393,16.275000,0
847,12.235307,181.181391,18,13,36,red,32,2.761524,13.987500,0
848,11.715697,306.749157,31,30,29,black,36,2.955532,14.604167,0
849,12.140266,349.023779,35,33,12,red,35,2.772614,14.695833,0
850,11.655690,138.264216,14,12,13,black,35,2.904602,14.654167,0
851,11.815324,350.895544,36,29,18,red,30,2.704754,15.095833,0
852,12.191364,226.392127,23,31,7,red,8,3.197442,15.950000,0
853,12.370713,22.418051,2,34,35,black,32,2.774179,16.500000,0
854,11.873019,138.357190,14,7,25,red,30,2.720052,15.670833,0
855,11.747348,122.889592,12,4,4,black,29,2.707123,14.375000,0
856,12.164066,51.084188,5,4,4,black,36,2.953897,14.754167,0
857,11.696071,347.083892,35,28,22,black,30,2.708930,14.445833,0
858,11.603516,109.568995,11,8,17,black,34,2.893803,14.445833,0
859,11.742269,250.340170,25,24,20,black,36,2.913320,14.958333,0
860,11.665046,215.394516,22,19,5,red,34,2.881697,14.562500,0
861,11.507395,292.224756,30,30,29,black,0,2.959992,15.545833,0
862,11.964335,56.654888,5,1,32,red,33,2.855374,14.000000,0
863,11.645876,260.138170,26,25,14,red,36,2.945624,15.404167,0
864,12.080512,45.743124,4,8,17,black,4,3.083098,14.808333,0
865,12.401909,135.540292,13,9,34,red,33,2.779922,15.095833,0
866,12.010977,305.842004,31,33,12,red,2,3.013779,14.725000,0
867,11.838974,65.766204,6,7,25,red,1,2.973149,14.770833,0
868,12.316436,114.649230,11,7,25,red,33,2.774226,14.233333,0
869,12.274404,63.009670,6,3,19,red,34,2.757392,14.879167,0
870,12.099780,25.750779,2,34,35,black,32,2.763547,14.308333,0
871,12.404486,282.428208,29,33,12,red,4,3.083799,15.691667,0
872,11.587123,287.259868,29,26,31,black,34,2.874945,14.391667,0
873,11.817037,195.859755,20,13,36,red,30,2.725938,13.850000,0
874,11.699643,66.959249,6,5,21,red,36,2.920026,14.441667,0
875,12.027187,80.427885,8,9,34,red,1,3.010612,14.883333,0
876,11.922384,22.724974,2,32,28,black,30,2.716892,16.270833,0
877,11.930745,137.733627,14,8,17,black,31,2.728256,14.979167,0
878,12.311716,134.650152,13,21,16,red,8,3.187034,15.679167,0
879,12.087149,272.268635,27,21,16,red,31,2.734062,14.854167,0
880,11.777243,74.057237,7,1,32,red,31,2.717456,14.037500,0
881,12.057071,102.516258,10,12,13,black,2,3.008637,14.750000,0
882,12.381883,128.890183,13,17,23,red,4,3.067601,15.229167,0
883,11.698540,314.033963,32,29,18,red,34,2.886484,14.950000,0
